../bba/Open_and_Rebid.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
147   S  2S-N      -100          A87642.Q3.J5.852 QJ3.KT54.AT83.T4 .J96.Q742.AKQJ73 KT95.A872.K96.96 | 1C-P-1S-P-2C-P-2S
148   S  4C-S       130          K8.AJ954.542.Q52 QT94.76.AQ8.J843 J7.K2.K963.AKT96 A6532.QT83.JT7.7 | 1C-P-1H-P-1N-P-2H-P-3D-P-4C
149   S  2N-N       120          AKT98.K974.T.JT4 Q2.AJ52.K862.965 73.Q3.A9753.AQ72 J654.T86.QJ4.K83 | 1D-P-1S-P-2C-P-2N
150   S  4S-N       -50          Q987532.AJ3.T.K6 KJ.T972.A964.Q52 A.K8.QJ75.J98743 T64.Q654.K832.AT | 1C-P-1S-P-2C-P-4S
151   S  2S-N       140          AJ652.T9873.8.A2 K8.KQJ4.T953.J53 Q3.A5.QJ72.KQT97 T974.62.AK64.864 | 1C-P-1S-P-1N-P-2H-P-2S
152   S  3N-S       400          KT5.AT6532.K7.J6 Q9863.K8.J86.954 AJ4.J.AQT42.KT72 72.Q974.953.AQ83 | 1D-P-1H-P-2C-P-3H-P-3N
153   S  1N-N       120          K7.QJ.9875.QJT96 Q632.A42.T32.K75 AJ98.KT65.AQ6.84 T54.9873.KJ4.A32 | 1D-P-1N
154   S  3N-S       600          Q86.KQJ97.KT7.32 JT92.T62.Q65.AK6 A3.A3.A943.JT975 K754.854.J82.Q84 | 1C-P-1H-P-1N-P-2H-P-3N
155   S  2S-N       170          QJ8543.K97.64.A8 KT2.J543.A82.943 A9.A8.QJT97.QJ65 76.QT62.K53.KT72 | 1D-P-1S-P-2C-P-2S
156   S  1N-S       120          Q764.Q92.K6.Q952 A852.KJ65.J95.84 K.AT4.AT74.KJT73 JT93.873.Q832.A6 | 1C-P-1S-P-1N
157   S  4S-N       650          AQ86542.J72.6.KJ .K843.A9843.9763 T9.AT.KJ75.AQT84 KJ73.Q965.QT2.52 | 1C-P-1S-P-1N-P-3S-P-4S
158   S  2N-N       120          K953.K832.Q864.K 8762.AJT5.T9.A97 J4.7.AKJ52.QJT43 AQT.Q964.73.8652 | 1D-P-1H-P-2C-P-2N
159   S  3C-S       130          QJ.KQT95.Q74.863 8653.A874.T9.A94 A974..A532.KQJT2 KT2.J632.KJ86.75 | 1C-P-1H-P-1S-P-1N-P-2D-P-3C
160   S  Pass-?     130          KQ86.Q982.K542.T J92.A765.JT3.A93 T7.K3.Q876.KQJ54 A543.JT4.A9.8762 | P
161   S  2C-S       130          Q852.J65.A94.J64 JT74.KQT7.J65.Q2 A.94.KQT2.AT9853 K963.A832.873.K7 | 1C-P-1S-P-2C
162   S  4H-N       620          KJT5.QJ9542.K3.8 Q742.73.865.AQ96 8.AT.AQJ92.K7543 A963.K86.T74.JT2 | 1D-P-1H-P-2C-P-2H-P-3H-P-4H
163   S  1N-S        90          86.QJ976.K953.53 A752.AT43.72.JT9 K93.2.AJ84.AK874 QJT4.K85.QT6.Q62 | 1C-P-1H-P-1N
164   S  1N-S        90          KQ83.T532.J852.J T96.Q84.AK3.T765 54.K6.QT94.AKQ92 AJ72.AJ97.76.843 | 1C-P-1D-P-1N
165   S  3N-S       600          AQJ543.A85.86.98 9876.K2.J542.AQ2 .JT3.AKQT.K76543 KT2.Q9764.973.JT | 1C-P-1S-P-2C-P-3S-P-3N
166   S  2C-S       110          9875.9864.KT5.AJ KT2.AJ52.864.832 QJ.K.AQ73.QT9754 A643.QT73.J92.K6 | 1C-P-1H-P-2C
167   S  1N-S       120          964.KJ97.AJT.Q95 Q8753.6532.82.K8 JT.A8.KQ65.AJT63 AK2.QT4.9743.742 | 1C-P-1H-P-1N
168   S  1N-S       120          8754.AJ76.AT.JT2 QT32.T983.864.A6 AJ9.K.QJ95.K9854 K6.Q542.K732.Q73 | 1C-P-1H-P-1N
169   S  2N-N       120          J93.Q754.KQ52.K5 Q76.A86.AT3.T764 A52.K.J9876.AJ98 KT84.JT932.4.Q32 | 1D-P-1H-P-2C-P-2N
170   S  6D-S      1370          AT73.852.AJ843.Q Q54.AJ73.975.T72 K8.Q.KQT62.AJ943 J962.KT964..K865 | 1D-P-1S-P-2C-P-3D-P-4N=1=-P-5H=2=-P-6D | Blackwood 0123, for !D | A=2 out of 5
171   S  1N-S       120          A653.Q8643.Q96.7 J82.J52.KJ3.QJ32 QT.A7.A872.AT965 K974.KT9.T54.K84 | 1C-P-1H-P-1N
172   S  2S-N       200          QJT975.83..AJT43 643.KQJT.J763.Q2 K.A76.KT984.K876 A82.9542.AQ52.95 | 1D-P-1S-P-2C-P-2S
173   S  3N-S       630          KJ985.JT9.K97.K6 A62.Q7642.J85.32 T3.AK.Q643.AQT87 Q74.853.AT2.J954 | 1C-P-1S-P-1N-P-2S-P-3N
174   S  4H-N       420          AQ52.Q9652.9.Q87 J97.T84.QJ32.AJ9 K63.KJ7.AK765.65 T84.A3.T84.KT432 | 1D-P-1H-P-1N-P-2H-P-4H
175   S  4C-S       130          K5.J6543.Q842.K6 J4.AT92.KJ96.T97 Q9876.Q.A.AJ8543 AT32.K87.T753.Q2 | 1C-P-1H-P-1S-P-1N-P-3S-P-4C
176   S  2D-N       110          AK76.654.J753.Q4 J832.A9873.Q.732 4.QJ2.AK62.KJT65 QT95.KT.T984.A98 | 1C-P-1D-P-2D
177   S  2D-S       130          T9843.AQJ3.J54.4 AKJ2.T85.Q93.875 .762.AK862.KQ932 Q765.K94.T7.AJT6 | 1D-P-1S-P-2C-P-2D
178   S  3D-N       130          K873.953.QT75.QJ Q62.QT872.K.9842 T5.A4.A632.AK753 AJ94.KJ6.J984.T6 | 1C-P-1D-P-3D
179   S  3N-S       400          Q8765.K2.K92.K75 A3.J743.Q765.Q42 K9.Q9.AT84.AJT63 JT42.AT865.J3.98 | 1C-P-1S-P-1N-P-2S-P-3D-P-3N
180   S  4C-S       130          J97.AJ873.95.A54 T854.K65.K83.982 AK3.9.QJ64.KJT63 Q62.QT42.AT72.Q7 | 1C-P-1H-P-1N-P-2H-P-3D-P-4C
181   S  2S-S       200          7652.AJ9863.A2.5 J98.K42.QT4.JT74 AKQT..9765.AQ963 43.QT75.KJ83.K82 | 1C-P-1H-P-1S-P-2S
182   S  3N-S       400          Q92.A97653.KQ.72 KJ86.JT2.92.K985 743.K.AJ86.AQT64 AT5.Q84.T7543.J3 | 1C-P-1H-P-1N-P-3H-P-3N
183   S  1N-S       120          T842.A92.A964.QJ KJ5.7643.852.A65 976.KQT5.KJ.KT87 AQ3.J8.QT73.9432 | 1C-P-1D-P-1N
184   S  3S-N       140          QJ9854.T93.A42.A 763.AKJ2.T95.J64 A.764.KQ86.K9872 KT2.Q85.J73.QT53 | 1C-P-1S-P-1N-P-3S
185   S  2H-N       140          JT9.QJ9532.KQ7.9 Q63.K86.J96.K862 K52..A8532.AQJT4 A874.AT74.T4.753 | 1D-P-1H-P-2C-P-2H
186   S  2C-S       130          KT643.52.AQ86.T7 J98.AJT6.T72.A82 A.Q7.K953.KQ9653 Q752.K9843.J4.J4 | 1C-P-1S-P-2C
187   S  3N-N       430          Q853.KT632.J.KQ8 KT4.J74.K982.764 AJ.5.AQT54.AT932 9762.AQ98.763.J5 | 1D-P-1H-P-2C-P-2N-P-3N
188   S  1N-S        90          Q764.Q954.QJ8.Q8 AT92.JT87.KT9.62 KJ8.2.A643.AJ953 53.AK63.752.KT74 | 1C-P-1H-P-1N
189   S  3N-S       600          AQT97.AT42.T2.84 KJ64.J765.QJ9.65 5.98.AK85.AKJT97 832.KQ3.7643.Q32 | 1C-P-1S-P-3C-P-3H-P-3N
190   S  3D-N       130          T654.K76.QJ862.5 KJ3.Q542.K9.JT82 Q9.A9.A753.A7643 A872.JT83.T4.KQ9 | 1C-P-1D-P-2D-P-P-X-P-2H-3D
191   S  3N-N       600          J97.AT732.AT5.Q8 8654.KQ54.KJ.J52 AQT.J.Q8643.AT76 K32.986.972.K943 | 1D-P-1H-P-2C-P-2N-P-3N
192   S  3N-S       400          Q65.AK742.32.Q63 AKT9.J983.J86.97 J73.Q.A754.AKT84 842.T65.KQT9.J52 | 1C-P-1H-P-1N-P-2H-P-3D-P-3N
193   S  4S-N       420          AKJT953.J3.7.Q87 742.76.T532.AK54 .AT984.AKQJ64.93 Q86.KQ52.98.JT62 | 1D-P-1S-P-2H-P-4S
194   S  2H-N       140          T63.KJT765.K.K52 K854.A83.873.T98 A7.2.AJT42.A7643 QJ92.Q94.Q965.QJ | 1D-P-1H-P-2C-P-2H
195   S  1N-S       150          AT9.K832.Q2.J987 QJ64.QJ65.KJ6.43 5.A94.AT95.AKT52 K8732.T7.8743.Q6 | 1C-P-1H-P-1N
196   S  3N-S      -100          Q7643.KQ96.A75.7 K852.J53.J8.Q842 J.A2.K6432.AT653 AT9.T874.QT9.KJ9 | 1D-P-1S-P-2C-P-2H-P-3N
197   S  2D-S       110          KT93.AT92.QT7.J5 8742.J53.53.AK43 J.KQ6.KJ986.Q986 AQ65.874.A42.T72 | 1D-P-1H-P-2C-P-2D
198   S  3N-S       400          42.AT732.K.QT843 AJ75.J94.JT32.J6 KQ6.6.AQ754.A972 T983.KQ85.986.K5 | 1D-P-1H-P-2C-P-3C-P-3N
199   S  3H-N       140          AT6.AJT865.Q98.9 Q832.KQ3.73.KT65 754..AKT62.AJ732 KJ9.9742.J54.Q84 | 1D-P-1H-P-2C-P-3H
200   S  1N-S       150          A742.KQJ7.532.T2 JT5.9653.AK8.873 Q98.T.QJ96.AKQJ9 K63.A842.T74.654 | 1C-P-1H-P-1N
201   S  2C-S        90          K64.J9632.92.A97 J753.KQ74.K8.J86 A98.5.AQJT5.QT52 QT2.AT8.7643.K43 | 1D-P-1H-P-2C
202   S  5D-N       600          T852.A76.AK84.54 Q964.T54.976.Q62 A.KJ3.QJ52.AT983 KJ73.Q982.T3.KJ7 | 1C-P-1D-P-3D-P-5D
203   S  2H-N       140          A65.A976.QT3.964 KJ84.QT4.K542.75 97.K532.A97.KQJ8 QT32.J8.J86.AT32 | 1C-P-1H-P-2H
204   S  2D-S       110          J62.A985.653.AT5 8743.KT6.94.KQ74 A5.Q7.KQJ82.J986 KQT9.J432.AT7.32 | 1D-P-1H-P-2C-P-2D
205   S  3C-S       110          A986.KQJT5.43.T8 KT53.432.A765.64 QJ.8.QJ92.AKJ753 742.A976.KT8.Q92 | 1C-P-1H-P-2C-P-3C
206   S  3N-S       400          A95.QJT64.K8.JT3 Q842.8752.Q632.Q JT.AK.AT95.K8652 K763.93.J74.A974 | 1C-P-1H-P-1N-P-2H-P-3D-P-3N
207   S  3C-S       150          AJ74.QT72.AT9.T6 KQ86.A965.72.732 9.K4.J643.AKJ854 T532.J83.KQ85.Q9 | 1C-P-1H-P-2C-P-3C
208   S  5D-N       -50          J954.AT875.AT84. A32.Q64.J76.JT75 86.K.Q932.AKQ964 KQT7.J932.K5.832 | 1C-P-1H-P-2C-P-2D-P-3D-P-5D
209   S  2C-S       -50          A843.QJ763.2.JT3 QJ76.T4.QT3.A842 K5.A8.J8754.KQ97 T92.K952.AK96.65 | 1D-P-1H-P-2C
210   S  1N-S       120          K642.JT7.Q76.KT6 AT87.Q9865.43.52 J.K42.KJT9.AQJ74 Q953.A3.A852.983 | 1C-P-1S-P-1N
211   S  4S-N       420          AJ9754.J954.KT.3 83.AQ8.8632.QJT9 KT.T7.AQJ95.K874 Q62.K632.74.A652 | 1D-P-1S-P-2C-P-2S-P-3S-P-4S
212   S  2H-N       170          9543.AKQJT6.962. KT82.9754.A3.852 QJ.3.KQT8.AQJ943 A76.82.J754.KT76 | 1C-P-1H-P-2C-P-2H
213   S  2S-N       170          AKJ985.982.2.953 72.QJ74.AQT4.874 3.A5.J8753.AKQJT QT64.KT63.K96.62 | 1D-P-1S-P-2C-P-2S
214   S  2N-N       -50          Q953.QJ5.Q9.KJ98 AJT.T743.KJT3.63 K2.98.A8762.AT74 8764.AK62.54.Q52 | 1D-P-1S-P-2C-P-2N
215   S  2N-N       120          J874.A654.Q53.AT AT93.Q73.A98.842 K.K98.KJT76.J975 Q652.JT2.42.KQ63 | 1D-P-1H-P-2C-P-2N
216   S  2D-S       110          KQ965.84.J86.KJ5 AT43.J932.KQ3.T2 2.KQ5.AT942.A863 J87.AT76.75.Q974 | 1D-P-1S-P-2C-P-2D
217   S  3N-N       400          987.8764.AQJ.KJ6 K652.K93.732.QT5 AJ3.AJT5.KT6.974 QT4.Q2.9854.A832 | 1C-P-1H-P-2H-P-2N-P-3N
218   S  1N-S        90          J43.AQ76.932.A53 T765.JT84.KQ8.Q7 KQ.93.AJ54.JT942 A982.K52.T76.K86 | 1C-P-1H-P-1N
219   S  2D-N       130          KQT53.KJ72.Q852. 974.AQT.J63.T754 J6.94.A974.AQJ93 A82.8653.KT.K862 | 1C-P-1S-P-1N-P-2D
220   S  3C-S       110          QJT.KJ743.7.QJ43 A965.T652.A98.52 83.Q.KT432.AK986 K742.A98.QJ65.T7 | 1D-P-1H-P-2C-P-3C
221   S  4H-N      -100          654.AQ8654.2.K97 9872.T32.AK96.T3 AQ3.K.J843.A8542 KJT.J97.QT75.QJ6 | 1C-P-1H-P-1N-P-2H-P-3D-P-3H-P-4H
222   S  5D-S      -100          853.KQJ63.KJ97.6 AK9.T84.652.QJ54 JT74.A2.AQT8.K98 Q62.975.43.AT732 | 1D-P-1H-P-1S-P-2D-P-3D-P-5D
223   S  3N-N       630          Q96.KQ4.KJ876.86 KJ87.9632.93.954 T5.A7.AQT4.KQ732 A432.JT85.52.AJT | 1C-P-1D-P-3D-P-3N
224   S  1N-S       120          A862.KJ4.863.JT6 K53.Q853.KQ9.853 T4.72.AT75.AKQ97 QJ97.AT96.J42.42 | 1C-P-1S-P-1N
225   S  3C-S       130          A9854.JT6.3.AJ64 QJ2.Q984.QT72.QT K6.A5.A8654.8752 T73.K732.KJ9.K93 | 1D-P-1S-P-2C-P-3C
226   S  4C-S       130          KQ532.J7.QJ8.Q87 A76.QT84.964.532 T.A32.KT72.AK964 J984.K965.A53.JT | 1C-P-1S-P-1N-P-2S-P-3D-P-4C
227   S  2C-S       -50          K9765.QJ92.T9.Q8 QJ83.A3.8642.J92 2.K54.AJ753.AK75 AT4.T876.KQ.T643 | 1D-P-1S-P-2C
228   S  4S-N      -300          KT932.AQ9872.6.J J5.KT43.KT42.K96 Q6.J.Q8753.AQT32 A874.65.AJ9.8754 | 1D-P-1H-P-2C-P-4S
229   S  3N-N       630          J653.QJT7.6.AK72 T872.A43.Q83.984 AK.96.AJ754.QJ65 Q94.K852.KT92.T3 | 1D-P-1H-P-2C-P-2N-P-3N
230   S  1N-S       120          73.J9852.A643.K7 KQT9.K763.T8.J95 J65.A.KJ95.AQ832 A842.QT4.Q72.T64 | 1C-P-1H-P-1N
231   S  2N-S       150          KQT32.KT9.JT5.Q2 AJ94.Q863.83.JT5 6.742.AQ97.AK873 875.AJ5.K642.964 | 1C-P-1S-P-1N-P-2S-P-2N
232   S  1N-S        90          952.AQ985.95.J96 AQT8.J43.QT7.T53 K43.2.AK42.KQ842 J76.KT76.J863.A7 | 1C-P-1H-P-1N
233   S  2N-N       -50          K742.JT865.A87.K QJ9.K732.T94.AT4 A83..KJ653.QJ876 T65.AQ94.Q2.9532 | 1D-P-1H-P-2C-P-2N
234   S  3N-S       600          Q52.KQ642.Q7.J62 AJ7.A73.T654.T54 T98.J.AKJ8.AQ987 K643.T985.932.K3 | 1C-P-1H-P-1N-P-2H-P-3N
235   S  1N-S       150          QT4.Q852.97.AQ32 KJ52.643.QT84.J6 76.KT.AKJ6.KT975 A983.AJ97.532.84 | 1C-P-1H-P-1N
236   S  3N-S       630          QJ85.JT4.9.AK852 K76.87652.QT63.7 A2.AK.KJ82.T9643 T943.Q93.A754.QJ | 1C-P-1S-P-1N-P-3C-P-3N
237   S  2S-N       140          KT654.AJ854.64.T A987.Q6.T82.J653 32.T7.AQ75.AKQ72 QJ.K932.KJ93.984 | 1C-P-1S-P-1N-P-2H-P-2S
238   S  3N-S       400          A98732.AT98.QJ9. QT.Q76.K842.J542 65.K4.A653.KQ873 KJ4.J532.T7.AT96 | 1C-P-1S-P-1N-P-3H-P-3N
239   S  2C-S      -100          J9873.KT98.85.A4 Q54.AJ42.43.T972 2.753.AKQ72.KQJ8 AKT6.Q6.JT96.653 | 1D-P-1S-P-2C
240   S  4H-N       420          Q52.AK97542.97.6 AK73.T3.J653.Q42 96.86.AKQ8.A8753 JT84.QJ.T42.KJT9 | 1C-P-1H-P-1N-P-4H
241   S  1N-S       150          A86.KJ87.J43.Q76 73.Q42.AQ52.J954 QJT.T63.K76.AKT8 K9542.A95.T98.32 | 1C-P-1H-P-1N
242   S  2C-S       110          QJ93.AKT97.T6.75 A742.J632.Q53.83 8.84.AK982.AQT92 KT65.Q5.J74.KJ64 | 1D-P-1H-P-2C
243   S  2H-N       -50          T54.AQ753.65.A98 J632.J94.AQ93.Q4 A97.K.J874.KJT73 KQ8.T862.KT2.652 | 1C-P-1H-P-1N-P-2H
244   S  2C-S        90          Q9852.KQ973.9.Q9 KJ63.T8.K53.T654 A7.42.AQT42.AJ72 T4.AJ65.J876.K83 | 1D-P-1S-P-2C
245   S  3D-N       130          QT7632.QT.AQ62.8 J85.A9652.94.J53 AK.J7.KJT3.Q9764 94.K843.875.AKT2 | 1C-P-1S-P-1N-P-2D-P-3D
246   S  2H-N       140          JT6.KJ976.Q83.A2 A983.AT5.754.Q97 Q4.43.AKJ6.KT854 K752.Q82.T92.J63 | 1C-P-1H-P-1N-P-2H
247   S  2N-S       150          K952.A63.T8.KT98 63.KQ5.9532.A765 AT7.T94.AQJ76.Q4 QJ84.J872.K4.J32 | 1D-P-1S-P-1N-P-2C-P-2N
248   S  2H-N       140          AKT43.T952.A42.7 J86.AQ.T876.QT32 .K83.QJ95.AK9854 Q9752.J764.K3.J6 | 1C-P-1S-P-2C-P-2H
249   S  3N-S       -50          AK52.954.Q.J8762 J94.QT872.T54.K9 76.AJ.AJ987.AT54 QT83.K63.K632.Q3 | 1D-P-1S-P-2C-P-3C-P-3N
250   S  2S-N       140          AQ862.J7654.Q7.4 T95.QT3.K653.A62 K4.K8.AJ98.KJT87 J73.A92.T42.Q953 | 1C-P-1S-P-1N-P-2H-P-2S
251   S  2H-N       200          KJT95.AK94.53.T4 Q742.J62.KQ62.J7 .Q853.AJ98.KQ532 A863.T7.T74.A986 | 1C-P-1S-P-1N-P-2H
252   S  3N-S       600          AT954.K42.A76.53 86.AT87.K85.J862 KQ.Q6.JT43.AQT97 J732.J953.Q92.K4 | 1C-P-1S-P-1N-P-2S-P-3D-P-3N
253   S  3D-N      -100          AQ53.876.J7532.5 8764.AQ5.94.A843 K.JT2.KQT8.KQJT6 JT92.K943.A6.972 | 1C-P-1D-P-3D
254   S  4S-N       450          AK9532.QT4.J.T97 J7.K732.T742.K86 QT.86.AK86.AQ432 864.AJ95.Q953.J5 | 1C-P-1S-P-1N-P-2S-P-3D-P-3S-P-4S
255   S  3N-N       630          A84.K96.6532.A52 JT7.A542.JT.J973 K9.JT.AKQ4.QT864 Q6532.Q873.987.K | 1C-P-1D-P-3D-P-3N
256   S  4H-N       -50          AJ7.QJ8643.853.K 942.AT9.AJT2.JT8 Q83.K7.KQ64.Q654 KT65.52.97.A9732 | 1D-P-1H-P-1N-P-3H-P-4H
257   S  1N-S       150          KQJ7.T7432.J6.Q6 54.A986.KQ84.JT4 A98.5.AT32.AK952 T632.KQJ.975.873 | 1C-P-1H-P-1N
258   S  4S-N       650          AJT9532.Q542.A5. K4.9863.QT4.QT54 Q7.KT.J982.AK763 86.AJ7.K763.J982 | 1C-P-1S-P-1N-P-4S
259   S  1N-S       120          Q932.K873.Q54.86 8765.AJ2.KJ9.542 JT.T4.AT86.AKQJT AK4.Q965.732.973 | 1C-P-1H-P-1N
260   S  1N-S       120          A6.T962.K98.Q974 J97.AQ43.7653.KT K32.J.AQJ2.A8532 QT854.K875.T4.J6 | 1C-P-1H-P-1N
261   S  4H-N       620          K62.QJ9862.K.T82 JT854.A7.JT84.J9 A.T43.Q9753.AKQ4 Q973.K5.A62.7653 | 1D-P-1H-P-2C-P-2H-P-4H
262   S  1N-S       150          JT54.A76.KJ5.Q63 K87.QT94.QT96.J9 AQ9.J.A832.KT842 632.K8532.74.A75 | 1C-P-1S-P-1N
263   S  2H-N       110          K65.KT9743.6.K54 T983.A86.K983.J9 J7.Q.AQJ54.AT632 AQ42.J52.T72.Q87 | 1D-P-1H-P-2C-P-2H
264   S  1N-S       120          QJ72.QT43.T4.AJ7 A943.A76.J965.65 K6.K2.A873.K9843 T85.J985.KQ2.QT2 | 1C-P-1H-P-1N
265   S  5C-S       -50          AT8.653.JT74.A84 KJ74.J942.Q82.QJ 53.KQ.AK93.KT973 Q962.AT87.65.652 | 1C-P-1D-P-3D-P-5C
266   S  3D-S       130          9832.AK4.J52.J73 KJT7.QJ52.T3.T94 A6.T7.KQ986.AQ65 Q54.9863.A74.K82 | 1D-P-1S-P-2C-P-2D-P-3D
267   S  1N-S       -50          QJ75.QT.A96.T963 T83.A7642.K72.72 K9.J8.J853.AKQJ4 A642.K953.QT4.85 | 1C-P-1S-P-1N
268   S  3H-N      -100          AQ8.T98742.A9.J7 K974.K653.42.AT5 JT5.A.KJT53.K843 632.QJ.Q876.Q962 | 1D-P-1H-P-2C-P-3H
269   S  3N-N       630          K986.AJ953.K4.T4 A73.K87.J83.9653 QJ.QT.AQT52.A872 T542.642.976.KQJ | 1D-P-1H-P-2C-P-2N-P-3N
270   S  2C-S       130          T874.QJ943.A2.32 KQ62.65.Q976.KT9 3.K7.KJ84.AQ8754 AJ95.AT82.T53.J6 | 1C-P-1H-P-2C
271   S  2D-S       150          K86.T9876.KT8.A9 A94.Q432.743.JT5 J72.A.AQ965.K764 QT53.KJ5.J2.Q832 | 1D-P-1H-P-2C-P-2D
272   S  3N-S       430          AKJ963.QJ7.76.76 Q872.K543.JT84.T .A82.KQ95.AQ9842 T54.T96.A32.KJ53 | 1C-P-1S-P-2C-P-3S-P-3N
273   S  3N-N       400          AJ32.QT75.T7.AT7 QT6.AJ93.Q84.865 4.62.AKJ93.KQ943 K9875.K84.652.J2 | 1D-P-1H-P-2C-P-2N-P-3N
274   S  1N-S        90          K985.AQ53.84.764 A764.976.QJ5.QJ2 Q3.J2.AKT2.KT953 JT2.KT84.9763.A8 | 1C-P-1H-P-1N
275   S  2C-S        90          J9762.A86.Q5.JT4 AQT5.Q942.742.86 83.T3.AKJ93.AQ72 K4.KJ75.T86.K953 | 1D-P-1S-P-2C
276   S  3C-S       150          AK.T986.JT54.QJ8 T87.AQ42.K986.62 Q6532.K.3.AK9754 J94.J753.AQ72.T3 | 1C-P-1D-P-1S-P-2N-P-3C
277   S  3C-S       150          AQ975.K974.J3.53 J832.Q653.A86.87 T.A2.K742.KQJT64 K64.JT8.QT95.A92 | 1C-P-1S-P-2C-P-2H-P-3C
278   S  3N-S       430          5.AQ9854.KT65.Q7 K8643.J62.2.9432 AJ7..Q9874.AKJ86 QT92.KT73.AJ3.T5 | 1D-P-1H-P-2C-P-3H-P-3N
279   S  1N-S       120          KT7.AT974.QT4.52 AJ94.QJ3.J53.J83 Q6.K2.AK76.Q9764 8532.865.982.AKT | 1C-P-1H-P-1N
280   S  3N-S       430          A96.AKT963.86.63 J874.Q85.43.QJT9 K3.7.KQT52.AK872 QT52.J42.AJ97.54 | 1D-P-1H-P-2C-P-3H-P-3N
281   S  3N-N       400          98.JT864.AJ.AJ83 A42.A752.8753.Q9 KQ63..KQ42.K6542 JT75.KQ93.T96.T7 | 1C-P-1H-P-1S-P-2C-P-3C-P-3N
282   S  1N-S       120          Q86.AK76.T93.Q83 J932.J54.AQ64.T9 AT.T2.K875.AJ542 K754.Q983.J2.K76 | 1C-P-1H-P-1N
283   S  2C-S       -50          T9865.JT6.K6.KQJ AQ72.A985.982.87 K.K42.AJT43.T542 J43.Q73.Q75.A963 | 1D-P-1S-P-2C
284   S  2D-N       110          AT96.AT3.JT53.43 8752.Q754.97.KQJ J4.96.AKQ4.A9765 KQ3.KJ82.862.T82 | 1C-P-1D-P-2D
285   S  3D-N      -200          AJ952.85.AT974.3 T74.97.KJ32.QJ42 Q.KQ632.8.AKT987 K863.AJT4.Q65.65 | 1C-P-1S-P-2H-P-3D
286   S  4S-S       450          QJ5.AJ954.4.QJ83 T94.KT83.63.AK64 A8762.2.AKJT87.T K3.Q76.Q952.9752 | 1D-P-1H-P-1S-P-1N-P-2D-P-2S-P-4S
287   S  2H-N       110          K.AT7543.Q5.JT93 AQ95.K92.T43.754 T74.Q.AJ982.AK62 J8632.J86.K76.Q8 | 1D-P-1H-P-2C-P-2H
288   S  3N-N      -100          KQ65.765.J2.AJ97 98742.Q932.K53.6 AT.J4.AQ976.K543 J3.AKT8.T84.QT82 | 1D-P-1S-P-2C-P-2N-P-3N
289   S  2N-N       120          AJT3.JT4.KQT6.94 K762.A976.83.T76 Q4.Q8.AJ754.A853 985.K532.92.KQJ2 | 1D-P-1S-P-2C-P-2N
290   S  4C-S       130          AT3.JT753.Q6.K84 KQ92.Q984.T97.96 86.K6.KJ43.AQJ52 J754.A2.A852.T73 | 1C-P-1H-P-1N-P-2H-P-3D-P-4C
291   S  3N-N       -50          J42.AQ52.KJ.T964 K975.T873.Q52.85 T83.KJ.T986.AKQJ AQ6.964.A743.732 | 1D-P-1H-P-2C-P-2N-P-3N
292   S  2C-S       150          K984.J962.T.AT96 QJ65.KT83.862.K4 73.A.AK943.QJ853 AT2.Q754.QJ75.72 | 1D-P-1H-P-2C
293   S  2N-N       120          J632.Q764.Q5.KQJ AK9.JT9.743.T985 87.A8.AJT86.A742 QT54.K532.K92.63 | 1D-P-1H-P-2C-P-2N
294   S  2C-S       130          AKQ65.97543..986 T842.Q8.K982.KQ7 7.AKT.QJT43.AT52 J93.J62.A765.J43 | 1D-P-1S-P-2C
295   S  2H-N       140          A853.J964.A7.865 J962.A2.K962.J94 K74.KQT7.843.KQ7 QT.853.QJT5.AT32 | 1C-P-1H-P-2H
296   S  2C-S        90          T962.AKQ95.T.987 A73.T86.A632.J62 J85.4.K8754.AKQ4 KQ4.J732.QJ9.T53 | 1D-P-1H-P-2C
297   S  2H-N       170          J632.AJT643.A92. Q874.Q92.K7.7652 K9.7.QJ854.AKJ43 AT5.K85.T63.QT98 | 1D-P-1H-P-2C-P-2H
298   S  1N-S       120          Q87.QT6.9873.AQ4 K952.843.J62.KJ5 AJT4.J75.AQT.T87 63.AK92.K54.9632 | 1C-P-1D-P-1N
299   S  1N-S        90          J94.9865.AT5.A94 A763.JT7.9742.K5 K52.Q2.KQJ3.Q876 QT8.AK43.86.JT32 | 1D-P-1H-P-1N
300   S  3S-W       100          T92.QJT7.K985.K5 AQ8.A984.32.T873 K75.2.QT64.AQ942 J643.K653.AJ7.J6 | 1C-P-1D-P-2D-P-P-X-P-2S-3D-P-P-3S
301   S  3S-N      -100          K932.T83.K5.AJT9 AT85.J7.Q732.K74 Q74.AK96.JT94.Q6 J6.Q542.A86.8532 | 1D-P-1S-P-1N-P-2C-P-2S-P-2N-P-3S
302   S  1N-S        90          K95.T94.AQ853.64 AT63.832.972.AQ5 Q874.K65.KJ.KJ97 J2.AQJ7.T64.T832 | 1C-P-1D-P-1N
303   S  1N-S       150          QT32.K63.KQ3.J97 AK75.J872.JT2.T8 64.QT9.A874.AK54 J98.A54.965.Q632 | 1D-P-1S-P-1N
